,WEO Country Code,ISO,WEO Subject Code,Country,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029
3343,944,HUN,BCA_NGDPD,Hungary,0.194,0.466,1.547,3.464,1.206,2.347,4.482,2.001,0.159,-0.815,-1.14,-4.259,-8.355,0.192,1.553,0.618,0.48,0.731,1.034,1.465
3388,534,IND,NGDP_R,India,83012.4,87363.3,92130.2,98013.7,105276.7,113694.9,123081.9,131445.8,139929.1,145346.4,136948.7,150218.5,160714.3,173817.2,186020.097,198038.137,210851.671,224514.233,239083,254619.041
3389,534,IND,NGDP_RPCH,India,8.498,5.241,5.456,6.386,7.41,7.996,8.256,6.795,6.454,3.871,-5.778,9.69,6.987,8.153,7.021,6.461,6.47,6.48,6.489,6.498
3390,534,IND,NGDP,India,76344.7,87363.3,99440.1,112335.2,124679.6,137718.7,153916.7,170900.4,188996.7,201035.9,198541,235974,269496.5,295356.7,325061.423,358790.571,397634.093,440333.78,487661.428,540122.412
3391,534,IND,NGDPD,India,1675.615,1823.052,1827.637,1856.721,2039.127,2103.588,2294.797,2651.474,2702.93,2835.606,2674.852,3167.271,3353.471,3567.552,3889.13,4271.922,4710.371,5193.509,5723.287,6307.191
3392,534,IND,PPPGDP,India,4729.221,5079.782,5456.699,5903.971,6451.917,7032.495,7685.46,8354.709,9230.79,9932.849,9771.023,11384.368,13048.142,14619.782,16019.97,17364.809,18831.448,20420.105,22143.711,24015.142
3393,534,IND,NGDP_D,India,91.968,100,107.934,114.612,118.43,121.13,125.052,130.016,135.066,138.315,144.975,157.087,167.687,169.924,174.745,181.172,188.585,196.127,203.972,212.13
3394,534,IND,NGDPRPC,India,66912.372,69467.102,72288.054,75912.994,80533.166,85945.86,91945.733,97065.588,102212.39,105086.497,98073.591,106722.335,113404.842,121667.251,129026.521,136145.484,143707.188,151742.02,160278.635,169354.187
3395,534,IND,NGDPRPPPPC,India,5070.981,5264.592,5478.379,5753.096,6103.238,6513.441,6968.144,7356.154,7746.206,7964.022,7432.546,8087.994,8594.431,9220.601,9778.326,10317.839,10890.906,11499.829,12146.78,12834.574
3396,534,IND,NGDPPC,India,61537.854,69467.102,78023.615,87005.197,95375.738,104106.272,114980.219,126200.668,138054.232,145350.407,142181.918,167647.103,190164.833,206741.552,225467.814,246658.127,271009.839,297607.578,326922.902,359250.399
3397,534,IND,NGDPDPC,India,1350.634,1449.604,1434.018,1438.057,1559.864,1590.174,1714.28,1957.97,1974.378,2050.163,1915.552,2250.179,2366.31,2497.188,2697.563,2936.823,3210.381,3510.127,3836.829,4195.088
3398,534,IND,PPPPC,India,3812.002,4039.199,4281.486,4572.709,4935.502,5316.103,5741.261,6169.499,6742.708,7181.522,6997.36,8087.994,9207.162,10233.445,11111.708,11937.803,12834.683,13801.299,14844.902,15973.137
3399,534,IND,NGAP_NPGDP,India,,,,,,,,,,,,,,,,,,,,
3400,534,IND,PPPSH,India,5.394,5.471,5.592,5.76,5.982,6.253,6.562,6.754,7.015,7.124,7.023,7.324,7.574,7.934,8.234,8.492,8.759,9.044,9.344,9.656
3401,534,IND,PPPEX,India,16.143,17.198,18.223,19.027,19.324,19.583,20.027,20.456,20.475,20.24,20.319,20.728,20.654,20.203,20.291,20.662,21.115,21.564,22.023,22.491
3402,534,IND,NID_NGDP,India,39.785,39.59,38.348,34.024,34.268,32.117,30.172,30.982,32.343,30.096,28.922,32.116,33.024,33.32,33.676,33.519,33.283,33.048,32.745,32.376
3403,534,IND,NGSD_NGDP,India,36.928,35.402,33.541,32.286,32.954,31.067,29.547,29.147,30.228,29.23,29.82,30.894,31.026,32.669,32.53,32.208,31.68,31.253,30.732,30.165
3404,534,IND,PCPI,India,86.292,93.292,102.667,112.3,118.85,124.683,130.325,135,139.608,146.267,155.283,163.833,174.733,184.1,192.152,200.025,208.209,216.538,225.199,234.207
3405,534,IND,PCPIPCH,India,9.368,8.112,10.049,9.383,5.833,4.908,4.525,3.587,3.414,4.769,6.165,5.506,6.653,5.361,4.374,4.097,4.092,4,4,4
3406,534,IND,PCPIE,India,88.767,95.667,105.7,113.8,119.8,126.1,130.6,136.6,139.967,149.3,156.567,166.5,176.833,185.7,193.507,201.564,209.811,218.204,226.932,236.009
3407,534,IND,PCPIEPCH,India,8.561,7.773,10.488,7.663,5.272,5.259,3.569,4.594,2.465,6.668,4.867,6.344,6.206,5.014,4.204,4.163,4.092,4,4,4
3408,534,IND,TM_RPCH,India,15.991,10.426,1.532,-3.439,6.111,1.18,4.521,13.36,3.933,-3.735,-13.702,19.371,9.944,-1.201,4.416,6.045,6.07,5.943,5.957,5.97
3409,534,IND,TMG_RPCH,India,10.466,16.386,1.575,-3.215,7.403,0.697,2.241,11.026,3.539,-5.174,-15.03,19.571,7.195,0.589,4.8,7.1,6.9,6.7,6.7,6.7
3410,534,IND,TX_RPCH,India,27.249,12.858,0.158,4.88,4.276,-5.03,6.677,10.168,4.899,-2.142,-6.511,19.732,9.679,0.381,3.5,4.065,3.778,3.662,3.669,3.62
3411,534,IND,TXG_RPCH,India,26.194,13.585,-0.128,6.784,5.562,-6.294,7.806,5.439,5.315,-4.597,-7.495,21.793,0.628,-0.702,3.499,4.441,3.654,3.316,3.327,3.224
3412,534,IND,LUR,India,,,,,,,,,,,,,,,,,,,,
3413,534,IND,LE,India,,,,,,,,,,,,,,,,,,,,
3414,534,IND,LP,India,1240.614,1257.621,1274.487,1291.132,1307.247,1322.867,1338.636,1354.196,1369.003,1383.112,1396.387,1407.564,1417.173,1428.628,1441.72,1454.607,1467.231,1479.579,1491.671,1503.471
3415,534,IND,GGR,India,14650.84,16853.63,19703.355,22018.07,23875.362,27342.52,30957.01,34187.646,37708.337,38501.923,36044.776,48228.993,53765.429,61419.614,69102.091,75728.824,84062.073,93542.596,104104.195,115871.308
3416,534,IND,GGR_NGDP,India,19.19,19.291,19.814,19.6,19.149,19.854,20.113,20.004,19.952,19.152,18.155,20.438,19.95,20.795,21.258,21.107,21.141,21.244,21.348,21.453
3417,534,IND,GGX,India,21365.301,24147.724,27210.645,29881.105,32691.542,37265.268,41915.894,44830.016,49758.418,53969.771,61585.922,70098.252,78544.891,85993.341,94399.29,102860.873,113491.627,124967.037,137882.957,151611.822
3418,534,IND,GGX_NGDP,India,27.985,27.641,27.364,26.6,26.22,27.059,27.233,26.232,26.328,26.846,31.019,29.706,29.145,29.115,29.04,28.669,28.542,28.38,28.274,28.07
3419,534,IND,GGXCNL,India,-6714.461,-7294.094,-7507.29,-7863.035,-8816.18,-9922.748,-10958.884,-10642.371,-12050.081,-15467.848,-25541.146,-21869.26,-24779.462,-24573.727,-25297.199,-27132.05,-29429.554,-31424.442,-33778.762,-35740.514
3420,534,IND,GGXCNL_NGDP,India,-8.795,-8.349,-7.55,-7,-7.071,-7.205,-7.12,-6.227,-6.376,-7.694,-12.864,-9.268,-9.195,-8.32,-7.782,-7.562,-7.401,-7.137,-6.927,-6.617
3421,534,IND,GGSB,India,-6938.532,-7437.933,-7383.486,-7577.331,-8558.005,-9864.371,-11372.826,-10782.158,-13517.925,-16885.549,-19981.275,-20224.133,-24215.602,-24439.521,-25418.123,-27208.062,-29458.85,-31424.299,-33738.783,-35694.036
3422,534,IND,GGSB_NPGDP,India,-9.228,-8.587,-7.378,-6.658,-6.79,-7.147,-7.488,-6.454,-7.431,-8.709,-9.443,-8.407,-8.912,-8.256,-7.833,-7.591,-7.411,-7.136,-6.916,-6.606
3423,534,IND,GGXONLB,India,-3433.011,-3497.338,-3172.766,-2740.051,-3209.248,-3696.03,-3876.724,-2557.461,-3157.35,-6033.71,-14406.532,-9632.597,-11510.566,-8975.407,-7925.358,-7438.552,-8557.475,-9400.61,-10210.103,-10675.396
3424,534,IND,GGXONLB_NGDP,India,-4.497,-4.003,-3.191,-2.439,-2.574,-2.684,-2.519,-1.496,-1.671,-3.001,-7.256,-4.082,-4.271,-3.039,-2.438,-2.073,-2.152,-2.135,-2.094,-1.976
3425,534,IND,GGXWDN,India,,,,,,,,,,,,,,,,,,,,
3426,534,IND,GGXWDN_NGDP,India,,,,,,,,,,,,,,,,,,,,
3427,534,IND,GGXWDG,India,51686.726,59973.008,67603.886,76065.93,83662.556,95092.816,106114.931,119065.254,133039.208,150858.136,175563.072,197006.523,220134.081,245206.568,270009.998,296418.83,325064.767,355641.048,388504.552,423251.563
3428,534,IND,GGXWDG_NGDP,India,67.702,68.648,67.985,67.713,67.102,69.049,68.943,69.669,70.392,75.04,88.427,83.487,81.683,83.02,83.064,82.616,81.75,80.766,79.667,78.362
3429,534,IND,NGDP_FY,India,76344.7,87363.3,99440.1,112335.2,124679.6,137718.7,153916.7,170900.4,188996.7,201035.9,198541,235974,269496.5,295356.7,325061.423,358790.571,397634.093,440333.78,487661.428,540122.412
3430,534,IND,BCA,India,-47.867,-78.2,-87.843,-32.257,-26.788,-22.086,-14.351,-48.662,-57.183,-24.551,24.011,-38.693,-66.982,-23.211,-44.563,-56.012,-75.517,-93.236,-115.205,-139.437
3431,534,IND,BCA_NGDPD,India,-2.857,-4.29,-4.806,-1.737,-1.314,-1.05,-0.625,-1.835,-2.116,-0.866,0.898,-1.222,-1.997,-0.651,-1.146,-1.311,-1.603,-1.795,-2.013,-2.211
3432,536,IDN,NGDP_R,Indonesia,6864133.1,7287635.3,7727083.4,8156497.8,8564866.6,8982517.1,9434613.4,9912928.1,10425851.9,10949155.4,10722999.3,11120059.7,11710247.9,12301393.6,12911266.669,13565944.288,14252050.541,14974121.522,15731709.601,16528612.397
3433,536,IDN,NGDP_RPCH,Indonesia,6.378,6.17,6.03,5.557,5.007,4.876,5.033,5.07,5.174,5.019,-2.066,3.703,5.307,5.048,4.958,5.071,5.058,5.066,5.059,5.066
3434,536,IDN,NGDP,Indonesia,6864133.1,7831726,8615704.5,9546134,10569705.3,11526332.8,12401728.5,13589825.7,14838756,15832657.2,15443353.2,16976751.4,19588089.9,20892376.7,22472950.093,24204876.901,26072187.29,28084272.519,30249084.77,32582557.255
3435,536,IDN,NGDPD,Indonesia,755.094,892.969,917.87,912.524,890.815,860.854,931.877,1015.619,1042.272,1119.1,1059.055,1186.51,1319.076,1371.171,1402.59,1492.618,1614.873,1743.582,1883.651,2030.467
3436,536,IDN,PPPGDP,Indonesia,1773.382,1921.643,2075.456,2228.082,2380.385,2519.629,2671.59,2857.305,3069.919,3266.186,3223.405,3530.623,3983.08,4334.721,4658.321,4983.448,5332.646,5705.769,6104.307,6531.146
3437,536,IDN,NGDP_D,Indonesia,100,107.466,111.5,117.037,123.408,128.32,131.449,137.092,142.327,144.602,144.021,152.668,167.273,169.837,174.057,178.424,182.936,187.552,192.281,197.128
3438,536,IDN,NGDPRPC,Indonesia,28884425.178,30115352.78,31484474.292,32780966.497,33965353.61,35200413.944,36498031.501,37928905.648,39467704.239,41021608.254,39684840.32,40780747.996,42471535.335,44139080.624,45849049.869,47693722.664,49624411.323,51656258.991,53787129.303,56029494.655
3439,536,IDN,NGDPRPPPPC,Indonesia,9170.816,9561.636,9996.332,10407.969,10784.013,11176.145,11588.139,12042.442,12531.011,13024.376,12599.952,12947.903,13484.728,14014.175,14557.091,15142.775,15755.769,16400.882,17077.434,17789.386
3440,536,IDN,NGDPPC,Indonesia,28884425.178,32363747.863,35105215.357,38365914.698,41915863.356,45169041.295,47976388.462,51997473.556,56173024.391,59317914.263,57154438.66,62259074.08,71043436.435,74964701.527,79803433.38,85096964.98,90781108.481,96882374.882,103422417.215,110449938.19
3441,536,IDN,NGDPDPC,Indonesia,3177.453,3690.097,3739.917,3667.435,3532.669,3373.489,3604.99,3885.967,3945.583,4192.768,3919.465,4351.304,4784.117,4919.949,4980.722,5247.591,5622.849,6014.84,6440.254,6882.975
3442,536,IDN,PPPPC,Indonesia,7462.433,7940.979,8456.574,8954.663,9439.798,9873.843,10335.112,10932.638,11621.366,12236.943,11929.526,12947.903,14446.108,15553.573,16542.109,17520.283,18567.813,19683.203,20870.786,22139.597
3443,536,IDN,NGAP_NPGDP,Indonesia,,,,,,,,,,,,,,,,,,,,
3444,536,IDN,PPPSH,Indonesia,2.023,2.07,2.127,2.174,2.207,2.24,2.281,2.31,2.333,2.342,2.317,2.271,2.312,2.353,2.394,2.437,2.48,2.527,2.576,2.626
3445,536,IDN,PPPEX,Indonesia,3870.645,4075.536,4151.234,4284.462,4440.335,4574.616,4642.077,4756.169,4833.599,4847.445,4791.007,4808.429,4917.825,4819.774,4824.26,4857.054,4889.165,4922.084,4955.368,4988.796
3446,536,IDN,NID_NGDP,Indonesia,32.88,32.984,35.072,33.831,34.6,34.063,33.859,33.711,34.571,33.78,32.343,31.449,29.746,30.52,30.475,30.541,30.669,30.784,30.89,30.983
3447,536,IDN,NGSD_NGDP,Indonesia,33.582,33.173,32.411,30.641,31.512,32.028,32.039,32.116,31.632,31.075,31.925,31.745,30.748,30.364,29.427,29.345,29.24,29.378,29.477,29.563
3448,536,IDN,PCPI,Indonesia,61.549,64.839,67.419,71.741,76.332,81.187,84.053,87.253,90.124,92.668,94.55,96.026,100,103.713,106.289,108.956,111.711,114.53,117.418,120.378
3449,536,IDN,PCPIPCH,Indonesia,5.137,5.345,3.979,6.41,6.399,6.36,3.53,3.807,3.291,2.822,2.031,1.561,4.139,3.713,2.484,2.509,2.529,2.523,2.521,2.521
3450,536,IDN,PCPIE,Indonesia,63.68,66.09,68.5,74.04,80.23,82.92,85.43,88.51,91.31,93.67,95.24,97.03,102.28,105.15,107.612,110.342,113.128,115.981,118.905,121.902
3451,536,IDN,PCPIEPCH,Indonesia,6.953,3.785,3.647,8.088,8.36,3.353,3.027,3.605,3.163,2.585,1.676,1.879,5.411,2.806,2.342,2.536,2.525,2.522,2.521,2.521
3452,536,IDN,TM_RPCH,Indonesia,17.611,18.256,15.744,1.045,0.287,-7.461,0.957,10.71,14.479,-9.651,-14.851,15.162,8.821,-3.292,8.842,10.732,10.023,7.178,7.424,7.274
3453,536,IDN,TMG_RPCH,Indonesia,17.611,18.256,15.744,1.045,0.287,-7.461,0.957,10.71,14.479,-9.651,-14.851,15.162,8.821,-3.292,8.842,10.732,10.023,7.178,7.424,7.274
3454,536,IDN,TX_RPCH,Indonesia,16.058,14.869,-0.932,-1.094,-0.798,-3.179,2.907,9.946,3.518,-3.355,-9.42,21.465,0.956,4.228,1.361,5.969,10.544,6.908,6.917,6.296
3455,536,IDN,TXG_RPCH,Indonesia,2.776,14.319,3.969,1.092,1.727,-1.403,-1.241,11.572,6.457,-8.577,-2.303,23.767,-3.884,2.759,0.329,5.464,10.728,7.099,7.498,7.108
3456,536,IDN,LUR,Indonesia,7.14,6.56,6.14,6.25,5.94,6.18,5.61,5.5,5.24,5.18,7.07,6.49,5.86,5.32,5.2,5.1,5.1,5.1,5.1,5.1
3457,536,IDN,LE,Indonesia,,,,,,,,,,,,,,,,,,,,
3458,536,IDN,LP,Indonesia,237.641,241.991,245.425,248.818,252.165,255.182,258.497,261.356,264.162,266.912,270.204,272.679,275.72,278.696,281.604,284.439,287.198,289.88,292.481,294.998
3459,536,IDN,GGR,Indonesia,1073832.299,1332189.419,1486152.643,1609899.881,1750366.09,1714915.49,1780829.96,1926989.32,2214097.08,2259030.01,1907538.44,2329015.33,2971534.31,3142105.023,3206435.936,3490670.756,3784079.193,4076154.48,4401389.406,4757032.323
3460,536,IDN,GGR_NGDP,Indonesia,15.644,17.01,17.249,16.864,16.56,14.878,14.36,14.18,14.921,14.268,12.352,13.719,15.17,15.039,14.268,14.421,14.514,14.514,14.55,14.6
3461,536,IDN,GGX,Indonesia,1159115.057,1387288.621,1622837.246,1821515.839,1941100.6,2028883.753,2098433.66,2234659.67,2464880.875,2590031.364,2845700.423,3076816.119,3400751.48,3479159.723,3804601.578,4105204.138,4427209.749,4743581.832,5091061.407,5468663.624
3462,536,IDN,GGX_NGDP,Indonesia,16.887,17.714,18.836,19.081,18.365,17.602,16.92,16.444,16.611,16.359,18.427,18.124,17.361,16.653,16.93,16.96,16.981,16.891,16.83,16.784
3463,536,IDN,GGXCNL,Indonesia,-85282.757,-55099.202,-136684.603,-211615.958,-190734.51,-313968.263,-317603.7,-307670.35,-250783.795,-331001.354,-938161.983,-747800.789,-429217.17,-337054.7,-598165.642,-614533.382,-643130.555,-667427.352,-689672.002,-711631.301
3464,536,IDN,GGXCNL_NGDP,Indonesia,-1.242,-0.704,-1.586,-2.217,-1.805,-2.724,-2.561,-2.264,-1.69,-2.091,-6.075,-4.405,-2.191,-1.613,-2.662,-2.539,-2.467,-2.377,-2.28,-2.184
3465,536,IDN,GGSB,Indonesia,-98493.99,-75241.03,-163960.837,-239516.493,-208959.305,-320121.172,-315155.057,-297483.065,-243619.837,-326410.368,-841455.786,-662071.609,-392194.775,-328187.169,-592368.719,-611034.175,-641781.911,-666769.42,-689465.74,-712272.984
3466,536,IDN,GGSB_NPGDP,Indonesia,-1.451,-0.975,-1.935,-2.547,-1.996,-2.786,-2.538,-2.179,-1.637,-2.058,-5.263,-3.791,-1.98,-1.567,-2.632,-2.522,-2.461,-2.374,-2.279,-2.186
3467,536,IDN,GGXONLB,Indonesia,3100.477,38162.798,-36168.609,-98580.467,-57293.51,-157958.512,-134842.43,-91102.35,7168.233,-55480.189,-624073.861,-404305.405,-42876.37,102827.3,-154696.419,-102663.211,-45576.763,-13726.71,16365.274,37932.765
3468,536,IDN,GGXONLB_NGDP,Indonesia,0.045,0.487,-0.42,-1.033,-0.542,-1.37,-1.087,-0.67,0.048,-0.35,-4.041,-2.382,-0.219,0.492,-0.688,-0.424,-0.175,-0.049,0.054,0.116
3469,536,IDN,GGXWDN,Indonesia,1477510.143,1390770.343,1600016.86,1970143.517,2149990.362,2540802.994,2908364.198,3436206.1,3955757.526,4280410.849,5579692.828,6425691.549,7304331.235,7715044.141,8546311.325,9295698.724,10019078.389,10769476.72,11541823.578,12335360.454
3470,536,IDN,GGXWDN_NGDP,Indonesia,21.525,17.758,18.571,20.638,20.341,22.043,23.451,25.285,26.658,27.035,36.13,37.85,37.29,36.928,38.029,38.404,38.428,38.347,38.156,37.859
3471,536,IDN,GGXWDG,Indonesia,1809600,1809600,1977706,2375496,2604932.745,3113643.314,3466960.359,3994802.261,4514353.687,4839007.01,6138288.989,6984287.71,7862927.396,8273640.301,9104907.486,9854294.884,10577674.55,11328072.88,12100419.738,12893956.614
3472,536,IDN,GGXWDG_NGDP,Indonesia,26.363,23.106,22.955,24.884,24.645,27.013,27.955,29.396,30.423,30.563,39.747,41.14,40.141,39.601,40.515,40.712,40.571,40.336,40.003,39.573
3473,536,IDN,NGDP_FY,Indonesia,6864133.1,7831726,8615704.5,9546134,10569705.3,11526332.8,12401728.5,13589825.7,14838756,15832657.2,15443353.2,16976751.4,19588089.9,20892376.7,22472950.093,24204876.901,26072187.29,28084272.519,30249084.77,32582557.255
3474,536,IDN,BCA,Indonesia,5.303,1.685,-24.418,-29.109,-27.51,-17.518,-16.953,-16.196,-30.633,-30.279,-4.433,3.511,13.215,-2.138,-14.709,-17.847,-23.077,-24.51,-26.625,-29.041
3475,536,IDN,BCA_NGDPD,Indonesia,0.702,0.189,-2.66,-3.19,-3.088,-2.035,-1.819,-1.595,-2.939,-2.706,-0.419,0.296,1.002,-0.156,-1.049,-1.196,-1.429,-1.406,-1.413,-1.43
3652,136,ITA,NGDP_R,Italy,1820.954,1833.616,1776.311,1744.019,1743.989,1759.437,1781.181,1809.741,1824.697,1832.527,1670.012,1819.162,1903.969,1917.252,1930.138,1944.853,1958.467,1970.117,1983.506,1997.535
3653,136,ITA,NGDP_RPCH,Italy,1.529,0.695,-3.125,-1.818,-0.002,0.886,1.236,1.603,0.826,0.429,-8.868,8.931,4.662,0.698,0.672,0.762,0.7,0.595,0.68,0.707
3654,136,ITA,NGDP,Italy,1617.944,1657.362,1632.899,1621.262,1635.871,1663.279,1704.856,1744.494,1777.744,1804.067,1670.012,1842.508,1997.055,2128,2180.948,2241.106,2301.928,2361.934,2425.546,2491.555
3655,136,ITA,NGDPD,Italy,2146.687,2306.568,2099.259,2153.259,2173.816,1845.616,1886.59,1970.027,2100.387,2019.83,1905.954,2180.657,2104.65,2301.603,2376.51,2459.597,2534.561,2595.79,2663.695,2736.155
3656,136,ITA,PPPGDP,Italy,2280.506,2343.743,2312.77,2309.374,2349.556,2392.366,2444.946,2528.637,2609.653,2787.073,2641.204,2984.161,3345.95,3490.541,3597.954,3691.249,3786.066,3878.568,3976.496,4078.063
3657,136,ITA,NGDP_D,Italy,88.851,90.388,91.926,92.961,93.801,94.535,95.715,96.395,97.427,98.447,100,101.283,104.889,110.992,112.994,115.233,117.537,119.888,122.286,124.732
3658,136,ITA,NGDPRPC,Italy,30506.691,30586.522,29553.374,28933.259,28899.867,29180.239,29605.57,30128.84,30443.192,30635.723,28000.844,30710.302,32254.188,32497.338,32719.89,32984.426,33241.783,33476.725,33751.288,34046.553
3659,136,ITA,NGDPRPPPPC,Italy,50043.305,50174.26,48479.48,47462.241,47407.465,47867.388,48565.103,49423.477,49939.141,50254.97,45932.703,50377.31,52909.907,53308.772,53673.847,54107.792,54529.963,54915.362,55365.757,55850.11
3660,136,ITA,NGDPPC,Italy,27105.636,27646.431,27167.357,26896.722,27108.23,27585.46,28336.948,29042.598,29659.829,30159.936,28000.844,31104.419,33831.111,36069.508,36971.645,38008.822,39071.49,40134.587,41273.03,42466.778
3661,136,ITA,NGDPDPC,Italy,35963.743,38475.823,34926.415,35722.542,36022.586,30609.522,31357.601,32797.298,35042.793,33767.005,31956.855,36812.907,35653.833,39012.076,40286.836,41714.411,43020.055,44108.324,45325.371,46635.814
3662,136,ITA,PPPPC,Italy,38205.62,39095.938,38478.711,38312.485,38934.793,39677.359,40638.216,42097.133,43539.369,46593.584,44284.674,50377.31,56682.063,59164.515,60992.864,62603.046,64262.313,65905.617,67663.962,69507.68
3663,136,ITA,NGAP_NPGDP,Italy,-3.317,-2.517,-4.853,-6.358,-6.23,-5.277,-4.038,-2.701,-2.094,-1.951,-6.5,-3,0.776,0.734,0.666,0.689,0.649,0.504,0.443,0.411
3664,136,ITA,PPPSH,Italy,2.601,2.524,2.37,2.253,2.178,2.127,2.088,2.044,1.983,1.999,1.899,1.92,1.942,1.894,1.849,1.805,1.761,1.718,1.678,1.64
3665,136,ITA,PPPEX,Italy,0.709,0.707,0.706,0.702,0.696,0.695,0.697,0.69,0.681,0.647,0.632,0.617,0.597,0.61,0.606,0.607,0.608,0.609,0.61,0.611
3666,136,ITA,NID_NGDP,Italy,20.797,20.677,17.97,17.006,17.077,17.281,17.712,18.169,18.661,18.364,17.899,22.001,24.756,22.755,22.067,22.208,22.476,22.686,22.607,22.638
3667,136,ITA,NGSD_NGDP,Italy,17.574,17.935,17.769,18.056,18.831,18.524,20.172,20.609,21.162,21.521,21.66,24.1,23.008,22.741,23.15,23.631,24.076,24.657,24.819,25.136
3668,136,ITA,PCPI,Italy,92.55,95.267,98.425,99.65,99.883,99.992,99.942,101.267,102.525,103.175,103.025,105.025,114.2,120.942,122.472,125.096,127.598,130.15,132.753,135.408
3669,136,ITA,PCPIPCH,Italy,1.62,2.935,3.315,1.245,0.234,0.108,-0.05,1.326,1.243,0.634,-0.145,1.941,8.736,5.903,1.265,2.142,2,2,2,2
3670,136,ITA,PCPIE,Italy,93.9,97.4,99.9,100.5,100.5,100.6,101.1,102.1,103.3,103.8,103.5,107.8,121.1,121.7,124.308,126.523,129.053,131.634,134.267,136.952
3671,136,ITA,PCPIEPCH,Italy,2.065,3.727,2.567,0.601,0,0.1,0.497,0.989,1.175,0.484,-0.289,4.155,12.338,0.495,2.143,1.781,2,2,2,2
3672,136,ITA,TM_RPCH,Italy,11.983,0.153,-8.161,-2.695,3.614,6.324,3.926,5.817,2.963,-1.125,-12.481,15.952,13.184,-0.352,-0.124,0.182,0.847,1.202,0.515,0.68
3673,136,ITA,TMG_RPCH,Italy,14.216,0.221,-8.975,-3.061,3.289,7.955,3.884,5.54,2.617,-1.14,-9.126,15.578,10.129,-1.23,-0.643,0.275,0,0,0,0
3674,136,ITA,TX_RPCH,Italy,11.552,4.933,1.833,0.248,2.54,3.986,2.338,5.368,2.13,1.226,-13.709,14.086,9.788,0.821,1.164,0.68,1.565,1.562,0.84,0.851
3675,136,ITA,TXG_RPCH,Italy,12.128,5.801,1.101,0.548,2.738,4.21,1.883,4.771,1.677,0.542,-9.424,13.773,6.005,-1.24,0.273,0.174,1.33,0.942,0.224,0.802
3676,136,ITA,LUR,Italy,8.5,8.583,10.908,12.35,12.767,12.008,11.725,11.283,10.617,9.9,9.358,9.517,8.117,7.683,7,7.164,7.334,7.465,7.587,7.606
3677,136,ITA,LE,Italy,22.333,22.417,22.304,21.852,21.922,22.121,22.449,22.735,22.959,23.109,22.385,22.554,23.1,23.58,23.976,24.018,,,,
3678,136,ITA,LP,Italy,59.69,59.948,60.105,60.277,60.346,60.295,60.164,60.067,59.938,59.817,59.641,59.236,59.03,58.997,58.99,58.963,58.916,58.85,58.768,58.671
3679,136,ITA,GGR,Italy,738.388,754.137,775.552,778.629,783.56,794.792,794.041,807.248,820.05,847.437,791.669,869.213,934.972,992.108,1016.661,1052.187,1066.492,1069.336,1098.568,1123.505
3680,136,ITA,GGR_NGDP,Italy,45.637,45.502,47.495,48.026,47.899,47.785,46.575,46.274,46.129,46.974,47.405,47.176,46.818,46.622,46.616,46.949,46.33,45.274,45.292,45.093
3681,136,ITA,GGX,Italy,805.962,812.756,824.49,825.535,830.024,836.174,835.581,851.609,859.836,874.169,948.296,1032.343,1096.547,1144.843,1103.78,1137.162,1148.114,1145.994,1173.622,1200.142
3682,136,ITA,GGX_NGDP,Italy,49.814,49.039,50.492,50.919,50.739,50.273,49.012,48.817,48.367,48.455,56.784,56.029,54.908,53.799,50.61,50.741,49.876,48.519,48.386,48.168
3683,136,ITA,GGXCNL,Italy,-67.574,-58.619,-48.938,-46.906,-46.464,-41.382,-41.54,-44.361,-39.786,-26.732,-156.627,-163.13,-161.575,-152.735,-87.119,-84.974,-81.622,-76.659,-75.054,-76.637
3684,136,ITA,GGXCNL_NGDP,Italy,-4.177,-3.537,-2.997,-2.893,-2.84,-2.488,-2.437,-2.543,-2.238,-1.482,-9.379,-8.854,-8.091,-7.177,-3.995,-3.792,-3.546,-3.246,-3.094,-3.076
3685,136,ITA,GGSB,Italy,-44.466,-49.242,-9.994,9.437,2.063,5.905,-10.797,-20.893,-22.708,-8.635,-96.956,-157.53,-181.736,-169.894,-95.66,-100.068,-90.922,-83.95,-81.628,-82.845
3686,136,ITA,GGSB_NPGDP,Italy,-2.657,-2.896,-0.582,0.545,0.118,0.336,-0.608,-1.165,-1.251,-0.469,-5.428,-8.293,-9.171,-8.042,-4.415,-4.496,-3.975,-3.572,-3.38,-3.339
3687,136,ITA,GGXONLB,Italy,-1.381,14.547,31.909,27.999,25.131,24.122,22.275,18.529,22.106,30.782,-101.895,-102.634,-82.835,-77.325,-3.043,4.428,14.21,20.884,26.956,29.441
3688,136,ITA,GGXONLB_NGDP,Italy,-0.085,0.878,1.954,1.727,1.536,1.45,1.307,1.062,1.243,1.706,-6.101,-5.57,-4.148,-3.634,-0.14,0.198,0.617,0.884,1.111,1.182
3689,136,ITA,GGXWDN,Italy,1743.76,1804.939,1852.921,1922.323,1976.261,2023.763,2062.467,2106.705,2158.459,2187.418,2350.631,2457.036,2534.703,2639.916,2762.074,2883.975,3002.974,3115.386,3220.558,3322.604
3690,136,ITA,GGXWDN_NGDP,Italy,107.776,108.904,113.474,118.57,120.808,121.673,120.976,120.763,121.416,121.249,140.755,133.353,126.922,124.056,126.646,128.685,130.455,131.9,132.777,133.355
